Country/territory,WHO Preferred Vaccine Name,mmm Year,Bilateral/multilateral agreements,Donations,COVAX,AVAT,Unknown,Total Doses Delivered
Portugal,AstraZeneca - Vaxzevria,Apr 2021,"340,600",(Blank),(Blank),(Blank),(Blank),"340,600"
Portugal,AstraZeneca - Vaxzevria,May 2021,"435,200",(Blank),(Blank),(Blank),(Blank),"435,200"
Portugal,AstraZeneca - Vaxzevria,Jun 2021,"492,400",(Blank),(Blank),(Blank),(Blank),"492,400"
Portugal,AstraZeneca - Vaxzevria,Jul 2021,"933,200",(Blank),(Blank),(Blank),(Blank),"933,200"
Portugal,AstraZeneca - Vaxzevria,Aug 2021,"532,800",(Blank),(Blank),(Blank),(Blank),"532,800"
Portugal,AstraZeneca - Vaxzevria,Sep 2021,"350,400",(Blank),(Blank),(Blank),(Blank),"350,400"
Portugal,AstraZeneca - Vaxzevria,Oct 2021,"713,300",(Blank),(Blank),(Blank),(Blank),"713,300"
Portugal,AstraZeneca - Vaxzevria,Nov 2021,"818,400",(Blank),(Blank),(Blank),(Blank),"818,400"
Portugal,AstraZeneca - Vaxzevria,Dec 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,AstraZeneca - Vaxzevria,Jan 2022,"6,000",(Blank),(Blank),(Blank),(Blank),"6,000"
Portugal,AstraZeneca - Vaxzevria,Feb 2022,"8,400",(Blank),(Blank),(Blank),(Blank),"8,400"
Portugal,AstraZeneca - Vaxzevria,Mar 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,AstraZeneca - Vaxzevria,Apr 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,AstraZeneca - Vaxzevria,May 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,AstraZeneca - Vaxzevria,Jun 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,AstraZeneca - Vaxzevria,Jul 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,AstraZeneca - Vaxzevria,Aug 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,AstraZeneca - Vaxzevria,Sep 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,BBIL - Covaxin,Jan 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,BBIL - Covaxin,Feb 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,BBIL - Covaxin,Mar 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,BBIL - Covaxin,Apr 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,BBIL - Covaxin,May 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,BBIL - Covaxin,Jun 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,BBIL - Covaxin,Jul 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,BBIL - Covaxin,Aug 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,BBIL - Covaxin,Sep 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,BBIL - Covaxin,Nov 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,BBIL - Covaxin,Dec 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,BBIL - Covaxin,Jan 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,BBIL - Covaxin,Feb 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,BBIL - Covaxin,Mar 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,BBIL - Covaxin,Apr 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,BBIL - Covaxin,May 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,BBIL - Covaxin,Jul 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Janssen - Ad26.COV 2.S,Dec 2020,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Janssen - Ad26.COV 2.S,Jan 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Janssen - Ad26.COV 2.S,Feb 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Janssen - Ad26.COV 2.S,Mar 2021,"17,000",(Blank),(Blank),(Blank),(Blank),"17,000"
Portugal,Janssen - Ad26.COV 2.S,Apr 2021,"48,200",(Blank),(Blank),(Blank),(Blank),"48,200"
Portugal,Janssen - Ad26.COV 2.S,May 2021,"213,300",(Blank),(Blank),(Blank),(Blank),"213,300"
Portugal,Janssen - Ad26.COV 2.S,Jun 2021,"143,900",(Blank),(Blank),(Blank),(Blank),"143,900"
Portugal,Janssen - Ad26.COV 2.S,Jul 2021,"418,600",(Blank),(Blank),(Blank),(Blank),"418,600"
Portugal,Janssen - Ad26.COV 2.S,Aug 2021,"365,400",(Blank),(Blank),(Blank),(Blank),"365,400"
Portugal,Janssen - Ad26.COV 2.S,Sep 2021,"103,200",(Blank),(Blank),(Blank),(Blank),"103,200"
Portugal,Janssen - Ad26.COV 2.S,Oct 2021,"312,000",(Blank),(Blank),(Blank),(Blank),"312,000"
Portugal,Janssen - Ad26.COV 2.S,Nov 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Janssen - Ad26.COV 2.S,Dec 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Janssen - Ad26.COV 2.S,Jan 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Janssen - Ad26.COV 2.S,Feb 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Janssen - Ad26.COV 2.S,Mar 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Janssen - Ad26.COV 2.S,Apr 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Janssen - Ad26.COV 2.S,May 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Janssen - Ad26.COV 2.S,Jun 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Janssen - Ad26.COV 2.S,Jul 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Janssen - Ad26.COV 2.S,Aug 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Janssen - Ad26.COV 2.S,Sep 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Moderna - Spikevax,Dec 2020,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Moderna - Spikevax,Jan 2021,"19,200",(Blank),(Blank),(Blank),(Blank),"19,200"
Portugal,Moderna - Spikevax,Feb 2021,"64,800",(Blank),(Blank),(Blank),(Blank),"64,800"
Portugal,Moderna - Spikevax,Mar 2021,"57,600",(Blank),(Blank),(Blank),(Blank),"57,600"
Portugal,Moderna - Spikevax,Apr 2021,"198,000",(Blank),(Blank),(Blank),(Blank),"198,000"
Portugal,Moderna - Spikevax,May 2021,"320,400",(Blank),(Blank),(Blank),(Blank),"320,400"
Portugal,Moderna - Spikevax,Jun 2021,"285,600",(Blank),(Blank),(Blank),(Blank),"285,600"
Portugal,Moderna - Spikevax,Jul 2021,"337,200",(Blank),(Blank),(Blank),(Blank),"337,200"
Portugal,Moderna - Spikevax,Aug 2021,"844,800",(Blank),(Blank),(Blank),(Blank),"844,800"
Portugal,Moderna - Spikevax,Sep 2021,"150,000",(Blank),(Blank),(Blank),(Blank),"150,000"
Portugal,Moderna - Spikevax,Oct 2021,"806,900",(Blank),(Blank),(Blank),(Blank),"806,900"
Portugal,Moderna - Spikevax,Nov 2021,"716,100",(Blank),(Blank),(Blank),(Blank),"716,100"
Portugal,Moderna - Spikevax,Dec 2021,"238,800",(Blank),(Blank),(Blank),(Blank),"238,800"
Portugal,Moderna - Spikevax,Jan 2022,"431,300",(Blank),(Blank),(Blank),(Blank),"431,300"
Portugal,Moderna - Spikevax,Feb 2022,"364,800",(Blank),(Blank),(Blank),(Blank),"364,800"
Portugal,Moderna - Spikevax,Mar 2022,"253,000",(Blank),(Blank),(Blank),(Blank),"253,000"
Portugal,Moderna - Spikevax,Apr 2022,"671,600",(Blank),(Blank),(Blank),(Blank),"671,600"
Portugal,Moderna - Spikevax,May 2022,"326,100",(Blank),(Blank),(Blank),(Blank),"326,100"
Portugal,Moderna - Spikevax,Jun 2022,"244,800",(Blank),(Blank),(Blank),(Blank),"244,800"
Portugal,Moderna - Spikevax,Jul 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Moderna - Spikevax,Aug 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Moderna - Spikevax,Sep 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Novavax - Nuvaxovid,Jan 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Novavax - Nuvaxovid,Feb 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Novavax - Nuvaxovid,Mar 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Novavax - Nuvaxovid,Apr 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Novavax - Nuvaxovid,May 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Novavax - Nuvaxovid,Jun 2021,"11,000",(Blank),(Blank),(Blank),(Blank),"11,000"
Portugal,Novavax - Nuvaxovid,Jul 2021,"44,000",(Blank),(Blank),(Blank),(Blank),"44,000"
Portugal,Novavax - Nuvaxovid,Aug 2021,"15,000",(Blank),(Blank),(Blank),(Blank),"15,000"
Portugal,Novavax - Nuvaxovid,Sep 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Novavax - Nuvaxovid,Oct 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Novavax - Nuvaxovid,Nov 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Novavax - Nuvaxovid,Dec 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Novavax - Nuvaxovid,Jan 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Novavax - Nuvaxovid,Feb 2022,"174,000",(Blank),(Blank),(Blank),(Blank),"174,000"
Portugal,Novavax - Nuvaxovid,Mar 2022,"234,000",(Blank),(Blank),(Blank),(Blank),"234,000"
Portugal,Novavax - Nuvaxovid,Apr 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Novavax - Nuvaxovid,May 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Novavax - Nuvaxovid,Jun 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Novavax - Nuvaxovid,Jul 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Novavax - Nuvaxovid,Aug 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Pfizer BioNTech - Comirnaty,Dec 2020,"79,950",(Blank),(Blank),(Blank),(Blank),"79,950"
Portugal,Pfizer BioNTech - Comirnaty,Jan 2021,"307,320",(Blank),(Blank),(Blank),(Blank),"307,320"
Portugal,Pfizer BioNTech - Comirnaty,Feb 2021,"386,100",(Blank),(Blank),(Blank),(Blank),"386,100"
Portugal,Pfizer BioNTech - Comirnaty,Mar 2021,"496,080",(Blank),(Blank),(Blank),(Blank),"496,080"
Portugal,Pfizer BioNTech - Comirnaty,Apr 2021,"951,210",(Blank),(Blank),(Blank),(Blank),"951,210"
Portugal,Pfizer BioNTech - Comirnaty,May 2021,"1,857,960",(Blank),(Blank),(Blank),(Blank),"1,857,960"
Portugal,Pfizer BioNTech - Comirnaty,Jun 2021,"2,255,760",(Blank),(Blank),(Blank),(Blank),"2,255,760"
Portugal,Pfizer BioNTech - Comirnaty,Jul 2021,"1,716,390",(Blank),(Blank),(Blank),(Blank),"1,716,390"
Portugal,Pfizer BioNTech - Comirnaty,Aug 2021,"2,803,320",(Blank),(Blank),(Blank),(Blank),"2,803,320"
Portugal,Pfizer BioNTech - Comirnaty,Sep 2021,"1,157,130",(Blank),(Blank),(Blank),(Blank),"1,157,130"
Portugal,Pfizer BioNTech - Comirnaty,Oct 2021,"727,340",(Blank),(Blank),(Blank),(Blank),"727,340"
Portugal,Pfizer BioNTech - Comirnaty,Nov 2021,"1,426,230",(Blank),(Blank),(Blank),(Blank),"1,426,230"
Portugal,Pfizer BioNTech - Comirnaty,Dec 2021,"1,014,870",(Blank),(Blank),(Blank),(Blank),"1,014,870"
Portugal,Pfizer BioNTech - Comirnaty,Jan 2022,"1,564,620",(Blank),(Blank),(Blank),(Blank),"1,564,620"
Portugal,Pfizer BioNTech - Comirnaty,Feb 2022,"1,957,320",(Blank),(Blank),(Blank),(Blank),"1,957,320"
Portugal,Pfizer BioNTech - Comirnaty,Mar 2022,"1,404,360",(Blank),(Blank),(Blank),(Blank),"1,404,360"
Portugal,Pfizer BioNTech - Comirnaty,Apr 2022,"1,282,410",(Blank),(Blank),(Blank),(Blank),"1,282,410"
Portugal,Pfizer BioNTech - Comirnaty,May 2022,"630,720",(Blank),(Blank),(Blank),(Blank),"630,720"
Portugal,Pfizer BioNTech - Comirnaty,Jun 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Pfizer BioNTech - Comirnaty,Jul 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Pfizer BioNTech - Comirnaty,Aug 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Pfizer BioNTech - Comirnaty,Sep 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinopharm (Beijing) - BBIBP-CorV,Dec 2020,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinopharm (Beijing) - BBIBP-CorV,Jan 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinopharm (Beijing) - BBIBP-CorV,Feb 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinopharm (Beijing) - BBIBP-CorV,Mar 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinopharm (Beijing) - BBIBP-CorV,Apr 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinopharm (Beijing) - BBIBP-CorV,May 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinopharm (Beijing) - BBIBP-CorV,Jun 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinopharm (Beijing) - BBIBP-CorV,Jul 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinopharm (Beijing) - BBIBP-CorV,Aug 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinopharm (Beijing) - BBIBP-CorV,Sep 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinopharm (Beijing) - BBIBP-CorV,Oct 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinopharm (Beijing) - BBIBP-CorV,Nov 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinopharm (Beijing) - BBIBP-CorV,Dec 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinopharm (Beijing) - BBIBP-CorV,Jan 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinopharm (Beijing) - BBIBP-CorV,Feb 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinopharm (Beijing) - BBIBP-CorV,Mar 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinopharm (Beijing) - BBIBP-CorV,Apr 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinopharm (Beijing) - BBIBP-CorV,May 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinopharm (Beijing) - BBIBP-CorV,Jun 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinopharm (Beijing) - BBIBP-CorV,Jul 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinopharm (Beijing) - BBIBP-CorV,Aug 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinopharm (Beijing) - BBIBP-CorV,Sep 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinovac - CoronaVac,Dec 2020,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinovac - CoronaVac,Jan 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinovac - CoronaVac,Feb 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinovac - CoronaVac,Mar 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinovac - CoronaVac,Apr 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinovac - CoronaVac,May 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinovac - CoronaVac,Jun 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinovac - CoronaVac,Jul 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinovac - CoronaVac,Aug 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinovac - CoronaVac,Sep 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinovac - CoronaVac,Oct 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinovac - CoronaVac,Nov 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinovac - CoronaVac,Dec 2021,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinovac - CoronaVac,Jan 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinovac - CoronaVac,Feb 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinovac - CoronaVac,Mar 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinovac - CoronaVac,Apr 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinovac - CoronaVac,May 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinovac - CoronaVac,Jun 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinovac - CoronaVac,Jul 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinovac - CoronaVac,Aug 2022,0,(Blank),(Blank),(Blank),(Blank),0
Portugal,Sinovac - CoronaVac,Sep 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,AstraZeneca - Vaxzevria,Feb 2021,"337,200",(Blank),(Blank),(Blank),(Blank),"337,200"
Romania,AstraZeneca - Vaxzevria,Mar 2021,"354,400",(Blank),(Blank),(Blank),(Blank),"354,400"
Romania,AstraZeneca - Vaxzevria,Apr 2021,"628,800",(Blank),(Blank),(Blank),(Blank),"628,800"
Romania,AstraZeneca - Vaxzevria,May 2021,"921,600",(Blank),(Blank),(Blank),(Blank),"921,600"
Romania,AstraZeneca - Vaxzevria,Jun 2021,"726,400",(Blank),(Blank),(Blank),(Blank),"726,400"
Romania,AstraZeneca - Vaxzevria,Jul 2021,0,(Blank),(Blank),(Blank),(Blank),0
Romania,AstraZeneca - Vaxzevria,Aug 2021,0,(Blank),(Blank),(Blank),(Blank),0
Romania,AstraZeneca - Vaxzevria,Sep 2021,0,(Blank),(Blank),(Blank),(Blank),0
Romania,AstraZeneca - Vaxzevria,Oct 2021,0,(Blank),(Blank),(Blank),(Blank),0
Romania,AstraZeneca - Vaxzevria,Nov 2021,0,(Blank),(Blank),(Blank),(Blank),0
Romania,AstraZeneca - Vaxzevria,Dec 2021,"31,200",(Blank),(Blank),(Blank),(Blank),"31,200"
Romania,AstraZeneca - Vaxzevria,Jan 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,AstraZeneca - Vaxzevria,Feb 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,AstraZeneca - Vaxzevria,Mar 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,AstraZeneca - Vaxzevria,Apr 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,AstraZeneca - Vaxzevria,May 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,AstraZeneca - Vaxzevria,Jun 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,AstraZeneca - Vaxzevria,Jul 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,AstraZeneca - Vaxzevria,Aug 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,AstraZeneca - Vaxzevria,Sep 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Janssen - Ad26.COV 2.S,May 2021,"371,500",(Blank),(Blank),(Blank),(Blank),"371,500"
Romania,Janssen - Ad26.COV 2.S,Jun 2021,"253,800",(Blank),(Blank),(Blank),(Blank),"253,800"
Romania,Janssen - Ad26.COV 2.S,Jul 2021,"367,200",(Blank),(Blank),(Blank),(Blank),"367,200"
Romania,Janssen - Ad26.COV 2.S,Aug 2021,"93,600",(Blank),(Blank),(Blank),(Blank),"93,600"
Romania,Janssen - Ad26.COV 2.S,Sep 2021,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Janssen - Ad26.COV 2.S,Oct 2021,"1,220,600",(Blank),(Blank),(Blank),(Blank),"1,220,600"
Romania,Janssen - Ad26.COV 2.S,Nov 2021,"369,600",(Blank),(Blank),(Blank),(Blank),"369,600"
Romania,Janssen - Ad26.COV 2.S,Dec 2021,"144,000",(Blank),(Blank),(Blank),(Blank),"144,000"
Romania,Janssen - Ad26.COV 2.S,Jan 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Janssen - Ad26.COV 2.S,Feb 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Janssen - Ad26.COV 2.S,Mar 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Janssen - Ad26.COV 2.S,Apr 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Janssen - Ad26.COV 2.S,May 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Janssen - Ad26.COV 2.S,Jun 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Janssen - Ad26.COV 2.S,Jul 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Janssen - Ad26.COV 2.S,Aug 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Janssen - Ad26.COV 2.S,Sep 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Moderna - Spikevax,Jan 2021,"36,000",(Blank),(Blank),(Blank),(Blank),"36,000"
Romania,Moderna - Spikevax,Feb 2021,"121,200",(Blank),(Blank),(Blank),(Blank),"121,200"
Romania,Moderna - Spikevax,Mar 2021,"106,800",(Blank),(Blank),(Blank),(Blank),"106,800"
Romania,Moderna - Spikevax,Apr 2021,"241,800",(Blank),(Blank),(Blank),(Blank),"241,800"
Romania,Moderna - Spikevax,May 2021,"601,200",(Blank),(Blank),(Blank),(Blank),"601,200"
Romania,Moderna - Spikevax,Jun 2021,"128,400",(Blank),(Blank),(Blank),(Blank),"128,400"
Romania,Moderna - Spikevax,Jul 2021,"112,800",(Blank),(Blank),(Blank),(Blank),"112,800"
Romania,Moderna - Spikevax,Aug 2021,"366,000",(Blank),(Blank),(Blank),(Blank),"366,000"
Romania,Moderna - Spikevax,Sep 2021,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Moderna - Spikevax,Oct 2021,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Moderna - Spikevax,Nov 2021,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Moderna - Spikevax,Dec 2021,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Moderna - Spikevax,Jan 2022,"712,300",(Blank),(Blank),(Blank),(Blank),"712,300"
Romania,Moderna - Spikevax,Feb 2022,"354,000",(Blank),(Blank),(Blank),(Blank),"354,000"
Romania,Moderna - Spikevax,Mar 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Moderna - Spikevax,Apr 2022,"25,200",(Blank),(Blank),(Blank),(Blank),"25,200"
Romania,Moderna - Spikevax,May 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Moderna - Spikevax,Jun 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Moderna - Spikevax,Jul 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Moderna - Spikevax,Aug 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Moderna - Spikevax,Sep 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Pfizer BioNTech - Comirnaty,Jan 2021,"926,370",(Blank),(Blank),(Blank),(Blank),"926,370"
Romania,Pfizer BioNTech - Comirnaty,Feb 2021,"725,400",(Blank),(Blank),(Blank),(Blank),"725,400"
Romania,Pfizer BioNTech - Comirnaty,Mar 2021,"1,008,540",(Blank),(Blank),(Blank),(Blank),"1,008,540"
Romania,Pfizer BioNTech - Comirnaty,Apr 2021,"1,879,020",(Blank),(Blank),(Blank),(Blank),"1,879,020"
Romania,Pfizer BioNTech - Comirnaty,May 2021,"3,515,850",(Blank),(Blank),(Blank),(Blank),"3,515,850"
Romania,Pfizer BioNTech - Comirnaty,Jun 2021,"2,216,370",(Blank),(Blank),(Blank),(Blank),"2,216,370"
Romania,Pfizer BioNTech - Comirnaty,Jul 2021,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Pfizer BioNTech - Comirnaty,Aug 2021,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Pfizer BioNTech - Comirnaty,Sep 2021,"436,410",(Blank),(Blank),(Blank),(Blank),"436,410"
Romania,Pfizer BioNTech - Comirnaty,Oct 2021,"1,697,865",(Blank),(Blank),(Blank),(Blank),"1,697,865"
Romania,Pfizer BioNTech - Comirnaty,Nov 2021,"4,001,400",(Blank),(Blank),(Blank),(Blank),"4,001,400"
Romania,Pfizer BioNTech - Comirnaty,Dec 2021,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Pfizer BioNTech - Comirnaty,Jan 2022,"124,000",(Blank),(Blank),(Blank),(Blank),"124,000"
Romania,Pfizer BioNTech - Comirnaty,Feb 2022,"1,727,460",(Blank),(Blank),(Blank),(Blank),"1,727,460"
Romania,Pfizer BioNTech - Comirnaty,Mar 2022,"17,550",(Blank),(Blank),(Blank),(Blank),"17,550"
Romania,Pfizer BioNTech - Comirnaty,Apr 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Pfizer BioNTech - Comirnaty,May 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Pfizer BioNTech - Comirnaty,Jun 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Pfizer BioNTech - Comirnaty,Jul 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Pfizer BioNTech - Comirnaty,Aug 2022,0,(Blank),(Blank),(Blank),(Blank),0
Romania,Pfizer BioNTech - Comirnaty,Sep 2022,0,(Blank),(Blank),(Blank),(Blank),0
San Marino,Gamaleya - Sputnik Light,Dec 2021,"4,000",(Blank),(Blank),(Blank),(Blank),"4,000"
San Marino,Gamaleya - Sputnik V,Feb 2021,"7,500",(Blank),(Blank),(Blank),(Blank),"7,500"
San Marino,Unknown,Mar 2021,(Blank),(Blank),(Blank),(Blank),"6,076","6,076"
San Marino,Unknown,Apr 2021,(Blank),(Blank),(Blank),(Blank),"18,292","18,292"
San Marino,Unknown,May 2021,(Blank),(Blank),(Blank),(Blank),"15,360","15,360"
San Marino,Unknown,Jun 2021,(Blank),(Blank),(Blank),(Blank),"1,739","1,739"
San Marino,Unknown,Jul 2021,(Blank),(Blank),(Blank),(Blank),"1,175","1,175"
San Marino,Unknown,Aug 2021,(Blank),(Blank),(Blank),(Blank),993,993
San Marino,Unknown,Sep 2021,(Blank),(Blank),(Blank),(Blank),594,594
San Marino,Unknown,Oct 2021,(Blank),(Blank),(Blank),(Blank),524,524
San Marino,Unknown,Nov 2021,(Blank),(Blank),(Blank),(Blank),365,365
San Marino,Unknown,Dec 2021,(Blank),(Blank),(Blank),(Blank),"2,719","2,719"
San Marino,Unknown,Jan 2022,(Blank),(Blank),(Blank),(Blank),"10,366","10,366"
San Marino,Unknown,Feb 2022,(Blank),(Blank),(Blank),(Blank),"1,225","1,225"
San Marino,Unknown,Mar 2022,(Blank),(Blank),(Blank),(Blank),"4,131","4,131"
San Marino,Unknown,Apr 2022,(Blank),(Blank),(Blank),(Blank),"1,036","1,036"
